japan_prefecture_code,prefecture_name,target_prediction_date,cumulative_confirmed,cumulative_confirmed_q0025,cumulative_confirmed_q0975,cumulative_deaths,cumulative_deaths_q0025,cumulative_deaths_q0975,hospitalized_patients,hospitalized_patients_q0025,hospitalized_patients_q0975,recovered,recovered_q0025,recovered_q0975,cumulative_confirmed_ground_truth,cumulative_deaths_ground_truth,hospitalized_patients_ground_truth,recovered_ground_truth,forecast_date,new_deaths,new_confirmed,new_deaths_ground_truth,new_confirmed_ground_truth,prefecture_name_kanji
JP-41,SAGA,2021-12-29,5867.39453125,5867.005859375,5893.4716796875,30.005088806152344,30.0035343170166,30.228782653808594,0.21168190240859985,0.211594820022583,0.95984899997711182,5836.59814453125,5836.2119140625,5860.38037109375,,,,,2021-12-14,0.0005970001220703125,0.1171875,,,佐賀県
JP-41,SAGA,2021-12-30,5867.5078125,5867.1103515625,5898.974609375,30.005701065063477,30.00410270690918,30.2681941986084,0.21722275018692017,0.2171315997838974,1.0033503770828247,5836.67529296875,5836.27978515625,5865.666015625,,,,,2021-12-14,0.0006122589111328125,0.11328125,,,佐賀県
JP-41,SAGA,2021-12-31,5867.60205078125,5867.1962890625,5905.537109375,30.006345748901367,30.004705429077148,30.316001892089844,0.21779690682888031,0.21770405769348145,1.0218422412872314,5836.755859375,5836.35205078125,5872.0888671875,,,,,2021-12-14,0.000644683837890625,0.09423828125,,,佐賀県
JP-41,SAGA,2022-01-01,5867.68408203125,5867.271484375,5913.123046875,30.007003784179688,30.005327224731445,30.371545791625977,0.2124406099319458,0.21234884858131409,1.0098822116851807,5836.837890625,5836.42724609375,5879.5888671875,,,,,2021-12-14,0.0006580352783203125,0.08203125,,,佐賀県
JP-41,SAGA,2022-01-02,5867.75,5867.33056640625,5921.65966796875,30.007663726806641,30.005950927734375,30.434282302856445,0.20682245492935181,0.20673204958438873,0.99389636516571045,5836.919921875,5836.50341796875,5888.09765625,,,,,2021-12-14,0.000659942626953125,0.06591796875,,,佐賀県
JP-41,SAGA,2022-01-03,5867.80615234375,5867.380859375,5931.05810546875,30.008312225341797,30.006565093994141,30.50318717956543,0.20695392787456512,0.20686240494251251,1.0033046007156372,5837.0009765625,5836.578125,5897.48876953125,,,,,2021-12-14,0.00064849853515625,0.05615234375,,,佐賀県
JP-41,SAGA,2022-01-04,5867.88916015625,5867.45947265625,5939.666015625,30.008935928344727,30.007160186767578,30.56524658203125,0.24360173940658569,0.24349221587181091,1.1898164749145508,5837.07958984375,5836.65185546875,5905.94677734375,,,,,2021-12-14,0.0006237030029296875,0.0830078125,,,佐賀県
JP-41,SAGA,2022-01-05,5867.9814453125,5867.546875,5947.44677734375,30.009542465209961,30.007740020751953,30.621145248413086,0.27191406488418579,0.27178964018821716,1.3366307020187378,5837.158203125,5836.72607421875,5913.56787109375,,,,,2021-12-14,0.000606536865234375,0.09228515625,,,佐賀県
JP-41,SAGA,2022-01-06,5868.0703125,5867.6318359375,5954.41357421875,30.010143280029297,30.008316040039062,30.671510696411133,0.26957368850708008,0.26944875717163086,1.3329859972000122,5837.2373046875,5836.80126953125,5920.43505859375,,,,,2021-12-14,0.0006008148193359375,0.0888671875,,,佐賀県
JP-41,SAGA,2022-01-07,5868.14404296875,5867.7021484375,5960.6337890625,30.01075553894043,30.008907318115234,30.716917037963867,0.26310631632804871,0.26298338174819946,1.3081899881362915,5837.31689453125,5836.87744140625,5926.62451171875,,,,,2021-12-14,0.0006122589111328125,0.07373046875,,,佐賀県
JP-41,SAGA,2022-01-08,5868.2080078125,5867.7626953125,5966.1982421875,30.01136589050293,30.009496688842773,30.757843017578125,0.251764714717865,0.25164657831192017,1.2582805156707764,5837.39599609375,5836.95361328125,5932.20361328125,,,,,2021-12-14,0.0006103515625,0.06396484375,,,佐賀県
JP-41,SAGA,2022-01-09,5868.259765625,5867.81201171875,5971.1630859375,30.0119686126709,30.010082244873047,30.794733047485352,0.24039863049983978,0.24028563499450684,1.2072799205780029,5837.474609375,5837.029296875,5937.23291015625,,,,,2021-12-14,0.00060272216796875,0.0517578125,,,佐賀県
JP-41,SAGA,2022-01-10,5868.3037109375,5867.853515625,5975.61376953125,30.012552261352539,30.010648727416992,30.827978134155273,0.23439820110797882,0.23428800702095032,1.1823791265487671,5837.55078125,5837.10302734375,5941.7646484375,,,,,2021-12-14,0.000583648681640625,0.0439453125,,,佐賀県
JP-41,SAGA,2022-01-11,5868.369140625,5867.91650390625,5979.7431640625,30.01310920715332,30.011192321777344,30.857931137084961,0.25976619124412537,0.25964382290840149,1.3154239654541016,5837.6240234375,5837.173828125,5945.84814453125,,,,,2021-12-14,0.00055694580078125,0.0654296875,,,佐賀県
JP-42,NAGASAKI,2021-11-17,,,,,,,,,,,,,6118,73,0,6045,2021-12-14,,,,,長崎県
JP-42,NAGASAKI,2021-11-18,,,,,,,,,,,,,6118,73,0,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-19,,,,,,,,,,,,,6118,73,0,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-20,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,1,長崎県
JP-42,NAGASAKI,2021-11-21,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-22,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-23,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-24,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-25,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-26,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-27,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-28,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-29,,,,,,,,,,,,,6119,73,1,6045,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-11-30,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-01,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-02,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-03,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-04,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-05,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-06,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-07,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-08,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-09,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-10,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-11,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-12,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-13,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-14,,,,,,,,,,,,,6119,73,0,6046,2021-12-14,,,0,0,長崎県
JP-42,NAGASAKI,2021-12-15,6119,6119,6128.5771484375,73,73,73.177093505859375,0,0,0,6046,6046,6055.39990234375,,,,,2021-12-14,0,0,,,長崎県
JP-42,NAGASAKI,2021-12-16,6119.04052734375,6119,6139.14794921875,73,73,73.368194580078125,0.0030330636072903872,0.0030326391570270061,0.0054188752546906471,6046,6046,6065.71728515625,,,,,2021-12-14,0,0.04052734375,,,長崎県
JP-42,NAGASAKI,2021-12-17,6119.103515625,6119,6150.56591796875,73.000091552734375,73,73.571113586425781,0.00885638128966093,0.0088546108454465866,0.01873357966542244,6046.0029296875,6046,6076.81884765625,,,,,2021-12-14,9.1552734375e-05,0.06298828125,,,長崎県
JP-42,NAGASAKI,2021-12-18,6119.17919921875,6119.0087890625,6162.712890625,73.000358581542969,73,73.784049987792969,0.015372684225440025,0.015368794091045856,0.037006169557571411,6046.01220703125,6046,6088.60400390625,,,,,2021-12-14,0.00026702880859375,0.07568359375,,,長崎県
JP-42,NAGASAKI,2021-12-19,6119.2587890625,6119.056640625,6173.5966796875,73.000785827636719,73,73.974411010742188,0.024171402677893639,0.024164170026779175,0.064572915434837341,6046.02783203125,6046,6099.13134765625,,,,,2021-12-14,0.00042724609375,0.07958984375,,,長崎県
JP-42,NAGASAKI,2021-12-20,6119.33984375,6119.1083984375,6181.7978515625,73.001388549804688,73,74.118865966796875,0.039603866636753082,0.039590466767549515,0.11541368067264557,6046.05078125,6046,6107.0107421875,,,,,2021-12-14,0.00060272216796875,0.0810546875,,,長崎県
JP-42,NAGASAKI,2021-12-21,6119.43115234375,6119.1728515625,6187.5693359375,73.002128601074219,73,74.221153259277344,0.0911138728260994,0.091079823672771454,0.28575259447097778,6046.0791015625,6046,6112.4482421875,,,,,2021-12-14,0.00074005126953125,0.09130859375,,,長崎県
JP-42,NAGASAKI,2021-12-22,6119.52392578125,6119.24072265625,6191.10400390625,73.002944946289062,73.0001449584961,74.284561157226562,0.1371147483587265,0.13705965876579285,0.45822334289550781,6046.11328125,6046,6115.68212890625,,,,,2021-12-14,0.00081634521484375,0.0927734375,,,長崎県
JP-42,NAGASAKI,2021-12-23,6119.6142578125,6119.30908203125,6192.54296875,73.003837585449219,73.0008316040039,74.312042236328125,0.15245038270950317,0.15238615870475769,0.538886547088623,6046.1513671875,6046,6116.88232421875,,,,,2021-12-14,0.00089263916015625,0.09033203125,,,長崎県
JP-42,NAGASAKI,2021-12-24,6119.70166015625,6119.3759765625,6192.00146484375,73.004852294921875,73.001663208007812,74.305984497070312,0.16371601819992065,0.16364508867263794,0.60850179195404053,6046.1943359375,6046,6116.15234375,,,,,2021-12-14,0.00101470947265625,0.08740234375,,,長崎県
JP-42,NAGASAKI,2021-12-25,6119.78466796875,6119.44140625,6189.5673828125,73.005966186523438,73.002616882324219,74.268264770507812,0.16871272027492523,0.16863882541656494,0.65624117851257324,6046.24072265625,6046,6113.5830078125,,,,,2021-12-14,0.0011138916015625,0.0830078125,,,長崎県
JP-42,NAGASAKI,2021-12-26,6119.86376953125,6119.50390625,6185.4267578125,73.007171630859375,73.0036849975586,74.202362060546875,0.17329734563827515,0.17322170734405518,0.70260989665985107,6046.29248046875,6046,6109.35986328125,,,,,2021-12-14,0.0012054443359375,0.0791015625,,,長崎県
JP-42,NAGASAKI,2021-12-27,6119.9384765625,6119.5634765625,6181.69580078125,73.0084457397461,73.004829406738281,74.1429672241211,0.18585075438022614,0.18577025830745697,0.78146445751190186,6046.34765625,6046,6105.55322265625,,,,,2021-12-14,0.00127410888671875,0.07470703125,,,長崎県
JP-42,NAGASAKI,2021-12-28,6120.01904296875,6119.63037109375,6178.3251953125,73.009750366210938,73.006019592285156,74.0879898071289,0.24624671041965485,0.24613988399505615,1.0681556463241577,6046.404296875,6046.01953125,6102.0341796875,,,,,2021-12-14,0.00130462646484375,0.08056640625,,,長崎県
JP-42,NAGASAKI,2021-12-29,6120.099609375,6119.69873046875,6175.08642578125,73.0110092163086,73.0071792602539,74.035118103027344,0.29200375080108643,0.29187682271003723,1.3015495538711548,6046.4619140625,6046.06494140625,6098.66455078125,,,,,2021-12-14,0.00125885009765625,0.08056640625,,,長崎県
JP-42,NAGASAKI,2021-12-30,6120.1767578125,6119.765625,6174.189453125,73.012245178222656,73.008316040039062,74.021469116210938,0.29830467700958252,0.29817485809326172,1.360578179359436,6046.5185546875,6046.11181640625,6097.65625,,,,,2021-12-14,0.0012359619140625,0.0771484375,,,長崎県
JP-42,NAGASAKI,2021-12-31,6120.25048828125,6119.8291015625,6175.35546875,73.0135269165039,73.009513854980469,74.041839599609375,0.29956227540969849,0.29943177103996277,1.3931961059570312,6046.57666015625,6046.16064453125,6098.70458984375,,,,,2021-12-14,0.00128173828125,0.07373046875,,,長崎県
JP-42,NAGASAKI,2022-01-01,6120.3203125,6119.892578125,6178.25146484375,73.014846801757812,73.010749816894531,74.091789245605469,0.29398158192634583,0.29385349154472351,1.3899674415588379,6046.63671875,6046.212890625,6101.48486328125,,,,,2021-12-14,0.00131988525390625,0.06982421875,,,長崎県
JP-42,NAGASAKI,2022-01-02,6120.38671875,6119.951171875,6182.60546875,73.016197204589844,73.01202392578125,74.167045593261719,0.287053644657135,0.28692850470542908,1.3761260509490967,6046.7001953125,6046.2685546875,6105.7333984375,,,,,2021-12-14,0.00135040283203125,0.06640625,,,長崎県
JP-42,NAGASAKI,2022-01-03,6120.4501953125,6120.0068359375,6188.232421875,73.017570495605469,73.013320922851562,74.263679504394531,0.28786742687225342,0.28774178028106689,1.3959493637084961,6046.76513671875,6046.3271484375,6111.24462890625,,,,,2021-12-14,0.001373291015625,0.0634765625,,,長崎県
JP-42,NAGASAKI,2022-01-04,6120.51806640625,6120.0693359375,6195.1357421875,73.018928527832031,73.014610290527344,74.380172729492188,0.33384412527084351,0.333696573972702,1.6329946517944336,6046.82958984375,6046.38623046875,6117.93896484375,,,,,2021-12-14,0.0013580322265625,0.06787109375,,,長崎県
JP-42,NAGASAKI,2022-01-05,6120.583984375,6120.1318359375,6203.16064453125,73.020210266113281,73.015830993652344,74.515228271484375,0.36611241102218628,0.36594760417938232,1.8022350072860718,6046.89208984375,6046.44482421875,6125.7568359375,,,,,2021-12-14,0.00128173828125,0.06591796875,,,長崎県
JP-42,NAGASAKI,2022-01-06,6120.6494140625,6120.19287109375,6210.3466796875,73.021438598632812,73.016998291015625,74.636856079101562,0.36323016881942749,0.36306449770927429,1.7985366582870483,6046.95263671875,6046.5009765625,6132.796875,,,,,2021-12-14,0.00122833251953125,0.0654296875,,,長崎県
JP-42,NAGASAKI,2022-01-07,6120.7109375,6120.25048828125,6216.80615234375,73.022689819335938,73.018196105957031,74.746467590332031,0.3564755916595459,0.35631150007247925,1.7746890783309937,6047.0126953125,6046.55712890625,6139.13818359375,,,,,2021-12-14,0.001251220703125,0.0615234375,,,長崎県
JP-42,NAGASAKI,2022-01-08,6120.7705078125,6120.306640625,6222.60595703125,73.0239486694336,73.0194091796875,74.845260620117188,0.34404477477073669,0.34388554096221924,1.7214944362640381,6047.0732421875,6046.61474609375,6144.8525390625,,,,,2021-12-14,0.00125885009765625,0.0595703125,,,長崎県
JP-42,NAGASAKI,2022-01-09,6120.82568359375,6120.35888671875,6227.80712890625,73.025222778320312,73.020637512207031,74.934326171875,0.33012491464614868,0.32997170090675354,1.6596471071243286,6047.13671875,6046.67529296875,6150.00537109375,,,,,2021-12-14,0.00127410888671875,0.05517578125,,,長崎県
JP-42,NAGASAKI,2022-01-10,6120.876953125,6120.4091796875,6232.48779296875,73.026496887207031,73.0218734741211,75.014617919921875,0.32323724031448364,0.32308700680732727,1.6320734024047852,6047.19970703125,6046.736328125,6154.6494140625,,,,,2021-12-14,0.00127410888671875,0.05126953125,,,長崎県
JP-42,NAGASAKI,2022-01-11,6120.93408203125,6120.4619140625,6236.77587890625,73.027748107910156,73.023086547851562,75.086982727050781,0.3557715117931366,0.35560566186904907,1.8031394481658936,6047.26220703125,6046.79541015625,6158.83447265625,,,,,2021-12-14,0.001251220703125,0.05712890625,,,長崎県
JP-43,KUMAMOTO,2021-11-17,,,,,,,,,,,,,14395,136,2,14257,2021-12-14,,,,,熊本県
JP-43,KUMAMOTO,2021-11-18,,,,,,,,,,,,,14395,136,1,14258,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-19,,,,,,,,,,,,,14395,136,1,14258,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-20,,,,,,,,,,,,,14395,136,1,14258,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-21,,,,,,,,,,,,,14395,136,1,14258,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-22,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-23,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-24,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-25,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-26,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-27,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-28,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-29,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-11-30,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-01,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-02,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-03,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-04,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-05,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-06,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-07,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-08,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-09,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-10,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-11,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-12,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-13,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-14,,,,,,,,,,,,,14395,136,0,14259,2021-12-14,,,0,0,熊本県
JP-43,KUMAMOTO,2021-12-15,14395,14395,14398.8896484375,136,136,136.08592224121094,0,0,0,14259,14259,14262.8037109375,,,,,2021-12-14,0,0,,,熊本県
JP-43,KUMAMOTO,2021-12-16,14395.0244140625,14395,14402.4052734375,136,136,136.1629638671875,0.000899702834431082,0.00089959061006084085,0.0016474162694066763,14259,14259,14266.2001953125,,,,,2021-12-14,0,0.0244140625,,,熊本県
JP-43,KUMAMOTO,2021-12-17,14395.0654296875,14395,14405.3876953125,136.00004577636719,136,136.22941589355469,0.0026500679086893797,0.0026496034115552902,0.0057954434305429459,14259,14259,14269.0419921875,,,,,2021-12-14,4.57763671875e-05,0.041015625,,,熊本県
JP-43,KUMAMOTO,2021-12-18,14395.1123046875,14395,14407.912109375,136.00021362304688,136,136.28669738769531,0.0046471343375742435,0.0046461205929517746,0.011659830808639526,14259.0048828125,14259,14271.412109375,,,,,2021-12-14,0.0001678466796875,0.046875,,,熊本県
JP-43,KUMAMOTO,2021-12-19,14395.1591796875,14395,14410.212890625,136.00047302246094,136,136.33845520019531,0.0073018516413867474,0.0072999927215278149,0.020448142662644386,14259.0146484375,14259,14273.55859375,,,,,2021-12-14,0.0002593994140625,0.046875,,,熊本県
JP-43,KUMAMOTO,2021-12-20,14395.2080078125,14395,14412.03515625,136.00083923339844,136,136.38162231445312,0.0118766650557518,0.011873262003064156,0.036386579275131226,14259.029296875,14259,14275.234375,,,,,2021-12-14,0.0003662109375,0.048828125,,,熊本県
JP-43,KUMAMOTO,2021-12-21,14395.2646484375,14395,14413.375,136.00128173828125,136,136.41606140136719,0.028238700702786446,0.028229739516973495,0.093180254101753235,14259.0458984375,14259,14276.3994140625,,,,,2021-12-14,0.0004425048828125,0.056640625,,,熊本県
JP-43,KUMAMOTO,2021-12-22,14395.32421875,14395,14414.609375,136.00178527832031,136,136.44717407226562,0.044652380049228668,0.044637054204940796,0.15687479078769684,14259.06640625,14259,14277.455078125,,,,,2021-12-14,0.0005035400390625,0.0595703125,,,熊本県
JP-43,KUMAMOTO,2021-12-23,14395.3798828125,14395,14420.9560546875,136.00234985351562,136,136.54359436035156,0.051628455519676208,0.051609624177217484,0.19115056097507477,14259.0888671875,14259,14283.5712890625,,,,,2021-12-14,0.0005645751953125,0.0556640625,,,熊本県
JP-43,KUMAMOTO,2021-12-24,14395.43359375,14395,14431.7900390625,136.00299072265625,136,136.69723510742188,0.057336442172527313,0.057314485311508179,0.22187107801437378,14259.115234375,14259,14294.1376953125,,,,,2021-12-14,0.000640869140625,0.0537109375,,,熊本県
JP-43,KUMAMOTO,2021-12-25,14395.4814453125,14395,14446.333984375,136.00367736816406,136,136.89979553222656,0.060915403068065643,0.060891158878803253,0.24470843374729156,14259.142578125,14259,14308.3828125,,,,,2021-12-14,0.0006866455078125,0.0478515625,,,熊本県
JP-43,KUMAMOTO,2021-12-26,14395.525390625,14395,14463.779296875,136.00440979003906,136,137.1412353515625,0.063664786517620087,0.063638657331466675,0.26402974128723145,14259.173828125,14259,14325.5166015625,,,,,2021-12-14,0.000732421875,0.0439453125,,,熊本県
JP-43,KUMAMOTO,2021-12-27,14395.564453125,14395,14483.8837890625,136.00517272949219,136,137.4173583984375,0.068376727402210236,0.068347901105880737,0.29131421446800232,14259.2060546875,14259,14345.291015625,,,,,2021-12-14,0.000762939453125,0.0390625,,,熊本県
JP-43,KUMAMOTO,2021-12-28,14395.6123046875,14395,14506.3603515625,136.00593566894531,136,137.723388671875,0.089402593672275543,0.08936358243227005,0.38934090733528137,14259.2392578125,14259,14367.369140625,,,,,2021-12-14,0.000762939453125,0.0478515625,,,熊本県
JP-43,KUMAMOTO,2021-12-29,14395.6572265625,14395,14530.8642578125,136.00668334960938,136,138.05503845214844,0.10790832340717316,0.1078595295548439,0.47844812273979187,14259.271484375,14259,14391.455078125,,,,,2021-12-14,0.0007476806640625,0.044921875,,,熊本県
JP-43,KUMAMOTO,2021-12-30,14395.703125,14395,14552.912109375,136.00743103027344,136.00007629394531,138.35357666015625,0.11382059007883072,0.11376771330833435,0.51288115978240967,14259.3037109375,14259,14413.1357421875,,,,,2021-12-14,0.0007476806640625,0.0458984375,,,熊本県
JP-43,KUMAMOTO,2021-12-31,14395.7431640625,14395,14572.7490234375,136.00819396972656,136.00065612792969,138.62236022949219,0.11793400347232819,0.11787811666727066,0.53923541307449341,14259.3359375,14259,14432.6533203125,,,,,2021-12-14,0.000762939453125,0.0400390625,,,熊本県
JP-43,KUMAMOTO,2022-01-01,14395.779296875,14395,14590.595703125,136.00897216796875,136.00126647949219,138.8643798828125,0.11940297484397888,0.11934561282396317,0.55326646566390991,14259.3681640625,14259,14450.2236328125,,,,,2021-12-14,0.0007781982421875,0.0361328125,,,熊本県
JP-43,KUMAMOTO,2022-01-02,14395.8134765625,14395,14606.6396484375,136.00975036621094,136.00187683105469,139.082275390625,0.11888982355594635,0.11883226782083511,0.55766034126281738,14259.4033203125,14259,14466.0419921875,,,,,2021-12-14,0.0007781982421875,0.0341796875,,,熊本県
JP-43,KUMAMOTO,2022-01-03,14395.84375,14395,14621.076171875,136.01052856445312,136.00251770019531,139.27847290039062,0.11973179876804352,0.11967364698648453,0.56793117523193359,14259.4384765625,14259,14480.28515625,,,,,2021-12-14,0.0007781982421875,0.0302734375,,,熊本県
JP-43,KUMAMOTO,2022-01-04,14395.87890625,14395,14634.107421875,136.01129150390625,136.00315856933594,139.45510864257812,0.13577072322368622,0.13570430874824524,0.65029114484786987,14259.4736328125,14259,14493.1064453125,,,,,2021-12-14,0.000762939453125,0.03515625,,,熊本県
JP-43,KUMAMOTO,2022-01-05,14395.9130859375,14395,14645.845703125,136.01200866699219,136.00375366210938,139.61410522460938,0.14956626296043396,0.14949250221252441,0.72247165441513062,14259.505859375,14259,14504.6484375,,,,,2021-12-14,0.0007171630859375,0.0341796875,,,熊本県
JP-43,KUMAMOTO,2022-01-06,14395.947265625,14395,14656.40234375,136.0126953125,136.00434875488281,139.75723266601562,0.15254779160022736,0.15247216820716858,0.74256563186645508,14259.537109375,14259,14515.0380859375,,,,,2021-12-14,0.0006866455078125,0.0341796875,,,熊本県
JP-43,KUMAMOTO,2022-01-07,14395.978515625,14395,14665.896484375,136.01338195800781,136.00494384765625,139.88612365722656,0.15411536395549774,0.15403875708580017,0.75547844171524048,14259.56640625,14259,14524.3896484375,,,,,2021-12-14,0.0006866455078125,0.03125,,,熊本県
JP-43,KUMAMOTO,2022-01-08,14396.005859375,14395,14674.435546875,136.01406860351562,136.00553894042969,140.002197265625,0.15333038568496704,0.15325413644313812,0.75650548934936523,14259.5966796875,14259,14532.8115234375,,,,,2021-12-14,0.0006866455078125,0.02734375,,,熊本県
JP-43,KUMAMOTO,2022-01-09,14396.03125,14395,14682.1015625,136.01475524902344,136.00616455078125,140.10673522949219,0.15000052750110626,0.14992611110210419,0.744534432888031,14259.62890625,14259,14540.3974609375,,,,,2021-12-14,0.0006866455078125,0.025390625,,,熊本県
JP-43,KUMAMOTO,2022-01-10,14396.0556640625,14395,14688.994140625,136.01542663574219,136.00675964355469,140.20088195800781,0.14746333658695221,0.14739046990871429,0.73601460456848145,14259.6630859375,14259,14547.228515625,,,,,2021-12-14,0.00067138671875,0.0244140625,,,熊本県
JP-43,KUMAMOTO,2022-01-11,14396.08203125,14395,14695.2314453125,136.01608276367188,136.00735473632812,140.28567504882812,0.15767805278301239,0.15760031342506409,0.79084992408752441,14259.6953125,14259,14553.3798828125,,,,,2021-12-14,0.0006561279296875,0.0263671875,,,熊本県
JP-44,OITA,2021-11-17,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,,,大分県
JP-44,OITA,2021-11-18,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
JP-44,OITA,2021-11-19,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
JP-44,OITA,2021-11-20,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
JP-44,OITA,2021-11-21,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
JP-44,OITA,2021-11-22,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
JP-44,OITA,2021-11-23,,,,,,,,,,,,,8186,84,0,8102,2021-12-14,,,0,0,大分県
